hour_of_the_day,day_of_the_week,client_user,client_host,client_ip,CONNECT_DATA_SERVICE_NAME,client_program,CONNECT_DATA_INSTANCE_NAME,service_name,oracle_sid,hostname,type
11.829444444444444,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
4.3741666666666665,1,,,,,,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.3869444444444445,1,,,,,,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4125000000000005,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.400833333333334,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.413055555555556,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826944444444445,1,oracle,itrac1301.cern.ch,,,,,,ACCINT,itrac1301.cern.ch,dbconnection
4.3852777777777785,1,oracle,itrac1328.cern.ch,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.39638888888889,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.409722222222222,1,,,,,,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.419444444444445,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.411111111111111,1,flume,__jdbc__,10.16.6.145,,JDBC Thin Client,,C,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.429166666666667,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829722222222221,1,,,,,,,INTDB112,TEST2_RAC13,itrac1302.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.430000000000001,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829444444444444,1,dboard,dashb-ai-651.cern.ch,128.142.146.223,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.427777777777778,1,flume,__jdbc__,10.16.6.145,,JDBC Thin Client,,C,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.828888888888889,1,,,,,,,INTDB112,TEST2_RAC13,itrac1302.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.425000000000001,1,,,,,,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829722222222221,1,,,,,,,INTDB112,INTDB11_RAC13,itrac1306.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.424166666666667,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.828888888888889,1,,,,,,,INTDB112,INTDB11_RAC13,itrac1306.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.427222222222222,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829722222222221,1,oracle,itrac1306.cern.ch,,,,,,INTDB11_RAC13,itrac1306.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.434166666666667,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.830555555555556,1,,,,,,,C2PPSDB1,CASTRINT_RAC13,itrac1327.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.432777777777778,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829444444444444,1,dboard,dashb-ai-651.cern.ch,128.142.146.223,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.821666666666667,1,,,,,,,INT11R2,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.419444444444445,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.435277777777778,1,oracle,itrac1328.cern.ch,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.421388888888889,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.441111111111112,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.419444444444445,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.435277777777778,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.830833333333333,1,stage,lxc2cert1.cern.ch,128.142.243.87,SYS$STAGER_DEV01.TRANSFERREADYTOSCHEDULE.C2CSTDEV.CERN.CH,python,C2CSTDEV1,SYS$STAGER_DEV01.TRANSFERREADYTOSCHEDULE.C2CSTDEV.CERN.CH,CASTRINT_RAC13,itrac1327.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.434166666666667,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.831111111111111,1,dboard,dashb-ai-651.cern.ch,128.142.146.223,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.434166666666667,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\kernel\exe\Evolynx-serveur.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829444444444444,1,dboard,dashb-ai-651.cern.ch,128.142.146.223,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.4222222222222225,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\kernel\exe\Evolynx-serveur.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829166666666666,1,wls,__jdbc__,137.138.161.101,found_service_test.WORLD,JDBC Thin Client,,found_service_test.WORLD,AISDBD_RAC13,itrac1311.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.420555555555556,1,oracle,__jdbc__,10.16.6.228,,JDBC Thin Client,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.436944444444444,1,zabbix,ssm.cern.ch,172.26.104.244,,sqlplus,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.420277777777778,1,zabbix,ssm.cern.ch,172.26.104.244,,sqlplus,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.435555555555556,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.421388888888889,1,SYSTEM,YSCCP-20000,172.18.161.8,,C:\Windows\system32\DllHost.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4383333333333335,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.424166666666667,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829444444444444,1,,,,,,,ACCINT1,ACCINT,itrac1305.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.434444444444445,1,Syst?me,YECCP08-PS0,10.11.5.108,,C:\Program?Files??x86?\Microsoft?SQL?Server\MSSQL.1\MSSQL\Binn\sqlservr.exe,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.830555555555556,1,,,,,,,C2PPSDB1,CASTRINT_RAC13,itrac1327.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
4.423611111111112,1,YSCCP-20000$,__jdbc__,172.18.161.8,,JDBC Thin Client,,susitst,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.830277777777777,1,acclog,__jdbc__,188.185.76.83,accint.cern.ch,JDBC Thin Client,ACCINT2,accint.cern.ch,ACCINT,itrac1305.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821666666666667,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821944444444444,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.829722222222221,1,,,,,,,INTDB112,INTDB11_RAC13,itrac1302.cern.ch,dbconnection
11.83,1,,,,,,,DEVDB111,DEVDB12_RAC13,itrac1316.cern.ch,dbconnection
11.832222222222223,1,,,,,,,DEVDB122,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.831944444444444,1,oracle,itrac1302.cern.ch,,,,,,INTDB11_RAC13,itrac1302.cern.ch,dbconnection
11.828888888888889,1,,,,,,,DEVDB112,DEVDB12_RAC13,itrac1316.cern.ch,dbconnection
11.83,1,oracle,itrac1318.cern.ch,10.16.6.208,,perl,,INTR2,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.823055555555555,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.831111111111111,1,oracle,itrac1317.cern.ch,10.16.6.206,,perl,,DEVDB122,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.831111111111111,1,root,__jdbc__,137.138.147.40,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.830555555555556,1,sysctl,db-51220.cern.ch,137.138.161.92,devdb11_s.cern.ch,perl,DEVDB112,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830277777777777,1,acclog,__jdbc__,188.185.76.83,accint.cern.ch,JDBC Thin Client,,accint.cern.ch,ACCINT,itrac1301.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.830555555555556,1,root,__jdbc__,137.138.147.19,devdb11_s.cern.ch,JDBC Thin Client,DEVDB112,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.829444444444444,1,,,,,,,ACCINT1,ACCINT,itrac1301.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.823055555555555,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.831388888888888,1,oracle,itrac1317.cern.ch,,,,,,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.831944444444444,1,,,,,,,DEVDB12U2,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.829444444444444,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830555555555556,1,root,__jdbc__,137.138.147.19,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1316.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.829722222222221,1,,,,,,,DEVDB112,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.829444444444444,1,,,,,,,ACCINT1,ACCINT,itrac1301.cern.ch,dbconnection
11.822222222222223,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.822777777777777,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.831666666666667,1,,,,,,,INT11R2,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.829444444444444,1,_victorweb,vocms0127.cern.ch,188.184.67.33,,httpd,,INT2R1,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.832222222222223,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.823055555555555,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.831111111111111,1,oracle,itrac1317.cern.ch,10.16.6.206,,perl,,DEVDB12U2,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830833333333333,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.823055555555555,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.830833333333333,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.83,1,,,,,,,DEVDB111,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.823055555555555,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.831111111111111,1,root,__jdbc__,137.138.147.40,devdb11_s.cern.ch,JDBC Thin Client,DEVDB112,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830833333333333,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8225,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.823055555555555,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.830833333333333,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830555555555556,1,sysctl,db-51220.cern.ch,137.138.161.92,devdb11_s.cern.ch,perl,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
